Time(min),Polarity,Parent mz,Parent Intensity,Sample Depth,InjectionTime(ms),Theoretical AGC Injection Time(ms),Min. Required Injection Time(ms),Signal,Noise,S/N,Precursor Ion Fraction, Precursor Ion Fraction No Isotopes,Successful,LipidSampled,Sufficient SN,Sufficient PIF
0.0870881590512971,-,1379.991943359375,20191.923828125,37,20.0,1003.6075538000717,562.0414138951405,653.7302275843083,6123.724356957944,0.10675369913433841,1.0,1.0,false,false,false,true
0.08807149238463044,-,271.2284851074219,19601.17578125,41,20.0,287.475396408715,2009.807444430014,182.8152554792028,6123.724356957944,0.02985360620803957,0.23096516801493303,0.23096516801493303,false,false,false,false
0.08905482571796378,-,295.227783203125,18437.59765625,43,20.0,796.2241888172406,673.2368576039893,545.7566044810965,6123.724356957944,0.08912168031550813,0.6050159574998462,0.6050159574998462,false,false,false,true
0.09652149238463045,+,218.984130859375,66423.28125,14,20.0,343.6196311038691,405.55308007528174,905.9811883299537,6123.724356957944,0.14794610853124912,0.924134820519587,0.924134820519587,false,false,false,true
0.09750482571796379,+,275.9344177246094,62803.12890625,16,20.0,137.84881951257185,1271.0474381185345,289.0713992243708,6123.724356957944,0.047205161822138506,0.3552347200495835,0.3552347200495835,false,false,false,false
0.09848815905129713,+,228.23208618164062,59508.921875,17,20.0,334.879644929568,575.605378593423,638.3252747139547,6123.724356957944,0.10423808086473912,0.8086673438272188,0.8086673438272188,false,false,false,true
0.1059548257179638,-,298.130126953125,21166.328125,41,20.0,141.38655921172733,3323.760679453481,110.54449969541469,6123.724356957944,0.018051841208334432,0.12341366864277914,0.12341366864277914,false,false,false,false
0.10693815905129714,-,275.1502685546875,20232.751953125,45,20.0,474.55153208467846,1166.418481385036,315.00140582579616,6123.724356957944,0.051439514168837935,0.3939051562359411,0.3939051562359411,false,false,false,false
0.1077905940107767,-,255.19732666015625,18634.27734375,48,12.146097568773826,12.146097568773826,36178.29701620124,6.167732562749952,6123.724356957944,0.0010071865099123877,0.009242849074245817,0.009242849074245817,false,false,false,false
0.11525726067744338,+,300.1444396972656,59319.359375,21,20.0,172.41812705630585,1051.589030419436,349.39833983521714,6123.724356957944,0.05705650997145571,0.42197296370839127,0.42197296370839127,false,false,false,false
0.11624059401077672,+,574.9113159179688,53167.9296875,22,20.0,353.60314021681,616.9323032106312,595.5652824553621,6123.724356957944,0.09725540336881172,0.8198778473959477,0.8198778473959477,false,false,false,true
0.11722392734411005,+,376.8493347167969,45318.64453125,24,20.0,262.79400124614443,1705.4275742414327,215.4436030981293,6123.724356957944,0.03518179306247453,0.49958616852962506,0.49958616852962506,false,false,false,false
0.12469059401077673,-,434.92974853515625,18896.580078125,43,20.0,824.6131476341386,705.0361678661549,521.1412948211032,6123.724356957944,0.08510201708033578,0.6615082573018054,0.6615082573018054,false,false,false,true
0.12567392734411006,-,217.8531951904297,18107.50390625,45,20.0,39.718737302270966,15418.92580596623,23.82938124491818,6123.724356957944,0.0038913216624197958,0.029112052440622975,0.029112052440622975,false,false,false,false
0.1266572606774434,-,283.9689025878906,16889.041015625,47,20.0,21.63545619106947,39842.39775585728,9.221921423227126,6123.724356957944,0.0015059334623298197,0.015020887952031658,0.015020887952031658,false,false,false,false
0.13412392734411008,+,313.1768493652344,43022.69921875,24,20.0,258.2258783772434,1476.9370867014677,248.7739421846773,6123.724356957944,0.04062461464354017,0.4596850178051431,0.4596850178051431,false,false,false,false
0.1351072606774434,+,531.8894653320312,42608.4296875,25,20.0,277.3583790252667,1585.637444431989,231.71971796433957,6123.724356957944,0.037839671490284055,0.5112577792368127,0.5112577792368127,false,false,false,true
0.13609059401077675,+,315.96337890625,40528.21875,26,20.0,187.90179517208122,2299.258517029336,159.80084827181213,6123.724356957944,0.02609536924865699,0.3152960266287616,0.3152960266287616,false,false,false,false
0.14355726067744343,-,336.87847900390625,21322.357421875,35,20.0,913.3599935153809,502.3908503642821,731.3498268351404,6123.724356957944,0.11942892661459535,0.8100141851387449,0.8100141851387449,false,false,false,true
0.14454059401077676,-,276.8743896484375,18485.576171875,45,20.0,235.48794434499618,3188.4540486082983,115.23561444388707,6123.724356957944,0.018817897038907898,0.17865939832448918,0.17865939832448918,false,false,false,false
0.1455239273441101,-,296.88580322265625,18067.53125,48,20.0,174.20638327253124,3981.489066703276,92.28292612685937,6123.724356957944,0.01506973873211732,0.12976317658836828,0.12976317658836828,false,false,false,false
0.15299059401077678,+,570.9168090820312,36325.83203125,28,20.0,460.24332464768247,1120.1815644006817,328.00348898265895,6123.724356957944,0.05356274545734123,0.7285628045663061,0.7285628045663061,false,false,false,true
0.1539739273441101,+,316.00146484375,35566.28515625,29,20.0,195.98572695245855,3332.8061647812824,110.24447365110687,6123.724356957944,0.018002847160461112,0.28860021409731956,0.28860021409731956,false,false,false,false
0.15495726067744345,+,420.970703125,33652.59765625,32,20.0,308.8051014934495,2106.146794292906,174.45292152147033,6123.724356957944,0.028488042791026694,0.4399253375807988,0.4399253375807988,false,false,false,false
0.16242392734411013,-,358.9441833496094,20963.216796875,39,20.0,1027.17363088484,613.7532077978074,598.6501687474997,6123.724356957944,0.09775916319082796,0.8998613927122123,0.8998613927122123,false,false,false,true
0.16340726067744346,-,494.868408203125,16697.7421875,51,20.0,1394.148331929601,538.1992057858743,682.6904563728737,6123.724356957944,0.11148288469208807,1.0,1.0,false,false,false,true
0.1643905940107768,-,220.99566650390625,16027.48828125,53,20.0,1492.7697380547015,686.8415779333048,534.9464464906855,6123.724356957944,0.0873563889078163,0.9691819449104725,0.9691819449104725,false,false,false,true
0.17185726067744347,+,537.8788452148438,212151.90625,3,20.0,83.1713943109052,167.118109499635,2198.5855543577645,6123.724356957944,0.3590275176020409,0.76421225855735,0.76421225855735,false,false,false,true
0.1728405940107768,+,538.8815307617188,42784.84765625,26,20.0,92.97171375834016,3849.770511396916,95.44035425741637,6123.724356957944,0.015585344586742286,0.17231209191462568,0.17231209191462568,false,false,false,false
0.17382392734411015,+,339.0176086425781,34533.13671875,37,20.0,147.29936595262686,3566.6154590028577,103.01740281252515,6123.724356957944,0.01682267143449622,0.2116671553932995,0.2116671553932995,false,false,false,false
0.18129059401077682,-,280.2364501953125,75980.046875,15,20.0,23.418601916581697,1720.2945322821092,213.58171785273294,6123.724356957944,0.034877748475085346,0.07308313416591164,0.07308313416591164,false,false,false,false
0.18227392734411016,-,412.8646545410156,20306.279296875,41,20.0,1164.8414133432739,513.1325439325379,716.0400675459442,6123.724356957944,0.11692885339170431,0.9996674378635182,0.9996674378635182,false,false,false,true
0.1832572606774435,-,298.2468566894531,18054.265625,49,20.0,148.21446845280644,4332.702209568692,84.80238051118049,6123.724356957944,0.01384817074838218,0.1103548405607084,0.1103548405607084,false,false,false,false
0.19072392734411017,+,297.990966796875,220878.046875,2,20.0,81.39150080183875,167.20500286880375,2197.442989823534,6123.724356957944,0.3588409375949031,0.7413575149698851,0.7413575149698851,false,false,false,true
0.1917072606774435,+,555.8895263671875,50559.37109375,22,20.0,315.2668139682822,918.1672821079082,400.1705011465383,6123.724356957944,0.06534756919485665,0.692684716977487,0.692684716977487,false,false,false,true
0.19269059401077684,+,256.2633361816406,39248.1640625,27,20.0,166.83569248364142,2709.1904459090397,135.62112695779555,6123.724356957944,0.02214683729252103,0.26746838333356954,0.26746838333356954,false,false,false,false
0.20015726067744352,-,431.1929016113281,86825.265625,11,20.0,229.39681761735872,123.43133922012574,2976.743700092395,6123.724356957944,0.48610021068471787,0.8449058812755466,0.8449058812755466,false,false,false,true
0.20114059401077686,-,374.9923400878906,70371.4140625,15,20.0,336.40594778929335,151.03818088818826,2432.652851463272,6123.724356957944,0.3972505471607691,0.992678280262288,0.992678280262288,false,false,false,true
0.2021239273441102,-,352.9269714355469,50457.41015625,22,20.0,417.8248637169507,217.79424862087257,1687.0209555307063,6123.724356957944,0.27548936842884947,0.8799040774573438,0.8799040774573438,false,false,false,true
0.20959059401077687,+,533.8844604492188,223926.8125,2,20.0,76.43853959816127,174.06776959026251,2110.806970654897,6123.724356957944,0.34469333490762694,0.7407727429531988,0.7407727429531988,false,false,false,true
0.2105739273441102,+,200.97360229492188,123495.0078125,6,20.0,192.60839986119342,309.01859814599464,1189.0011268638557,6123.724356957944,0.19416307096071034,0.9588773141300371,0.9588773141300371,false,false,false,true
0.21155726067744354,+,534.8863525390625,69505.3125,16,20.0,73.46703086871611,2055.1459219510343,178.78217672673406,6123.724356957944,0.029195007205638973,0.2210339524841221,0.2210339524841221,false,false,false,false
0.21902392734411022,-,216.85342407226562,74305.4921875,13,20.0,35.419652191051,975.9839762927663,376.46464526304936,6123.724356957944,0.06147641913948983,0.10650730082384573,0.10650730082384573,false,false,false,false
0.22000726067744356,-,276.94085693359375,33245.875,24,20.0,283.05363212383423,892.7980914948224,411.5414951238249,6123.724356957944,0.0672044447356975,0.38622224030113833,0.38622224030113833,false,false,false,false
0.22094585207389877,-,254.22071838378906,26878.75390625,28,17.31548378731304,17.31548378731304,12719.661740488942,25.008978693989214,6123.724356957944,0.0040839491192273085,0.019002101624472783,0.019002101624472783,false,false,false,false
0.22841251874056545,+,230.1399688720703,136645.296875,5,20.0,117.67150342413157,411.4562342940534,892.9830946610276,6123.724356957944,0.14582352872339782,0.6527734374296044,0.6527734374296044,false,false,false,true
0.2293958520738988,+,338.96734619140625,107355.046875,7,20.0,121.91086635430152,494.96051412919354,742.3288341776139,6123.724356957944,0.12122179100601735,0.5445988614105484,0.5445988614105484,false,false,false,true
0.23037918540723212,+,421.2328796386719,33014.70703125,35,20.0,283.1159813365765,1963.3351091087752,187.14251057439841,6123.724356957944,0.030560244006045432,0.3957044065196267,0.3957044065196267,false,false,false,false
0.2378458520738988,-,257.23968505859375,30097.015625,27,20.0,54.09754869673128,4621.226625459742,79.50777817154199,6123.724356957944,0.012983565806844826,0.06652174199709626,0.06652174199709626,false,false,false,false
0.23882918540723214,-,1479.9864501953125,24851.11328125,29,20.0,805.0087811044152,322.3988421874192,1139.6550276811586,6123.724356957944,0.18610488670775183,1.0,1.0,false,false,false,true
0.23981251874056547,-,1279.997802734375,18011.177734375,45,20.0,1140.222083502518,586.6645013797679,626.2923025908993,6123.724356957944,0.10227310474536444,1.0,1.0,false,false,false,true
0.24727918540723215,+,224.12808227539062,108813.203125,8,20.0,199.1501534778342,362.04988098400565,1014.842099709759,6123.724356957944,0.16572302091890656,0.8784872137403431,0.8784872137403431,false,false,false,true
0.24826251874056549,+,256.9643249511719,86150.296875,10,20.0,132.48703395495423,658.5760043820784,557.9059348847956,6123.724356957944,0.09110565766254444,0.46629954388227873,0.46629954388227873,false,false,false,false
0.24924585207389882,+,274.97491455078125,37059.0859375,27,20.0,116.41160616000268,4467.490698287999,82.24381117531551,6123.724356957944,0.013430358125422127,0.1769811122821508,0.1769811122821508,false,false,false,false
0.25671251874056544,-,241.1807861328125,20491.890625,40,20.0,295.5026224962831,1593.4127341150759,230.58900782635607,6123.724356957944,0.037655027297947286,0.24647635736277498,0.24647635736277498,false,false,false,false
0.2576958520738988,-,223.02801513671875,19392.267578125,42,20.0,1223.5179391135957,519.3368147478423,707.4858761859098,6123.724356957944,0.11553195979209038,0.9616071914207717,0.9616071914207717,false,false,false,true
0.2586791854072321,-,1579.9747314453125,18739.45703125,45,20.0,1054.3445517225848,453.40900627521586,810.3576601529908,6123.724356957944,0.13233085176870185,1.0,1.0,false,false,false,true
0.26614585207389874,+,274.27392578125,76555.0078125,15,20.0,160.28872641567068,711.0065636645767,516.7652173613573,6123.724356957944,0.0843874066235843,0.5033185792439847,0.5033185792439847,false,false,false,true
0.2671291854072321,+,218.9842987060547,74931.375,16,20.0,329.609120861619,420.5907380866389,873.5890454672586,6123.724356957944,0.14265649375198652,0.9999999585517112,0.9999999585517112,false,false,false,true
0.2681125187405654,+,578.9054565429688,38925.484375,29,20.0,478.66184640412433,871.728137391854,421.4885876195076,6123.724356957944,0.06882879813827686,0.8131388500651818,0.8131388500651818,false,false,false,true
0.27557918540723203,-,271.2280578613281,24321.41015625,31,20.0,281.5640503400942,1498.8032456199496,245.1445594951987,6123.724356957944,0.04003193893217266,0.28069171686718836,0.28069171686718836,false,false,false,false
0.27656251874056537,-,1379.9932861328125,19573.431640625,42,20.0,1035.3199217035312,497.1971113557661,738.9895335787043,6123.724356957944,0.12067648550167742,1.0,1.0,false,false,false,true
0.2775458520738987,-,270.2156677246094,17419.82421875,46,20.0,124.64877465873504,7269.595490208644,50.542490557054535,6123.724356957944,0.008253554146281383,0.08898045376048934,0.08898045376048934,false,false,false,false
0.2850125187405653,+,228.23216247558594,77767.578125,13,20.0,238.64979768251092,519.5382390860012,707.2115847793364,6123.724356957944,0.11548716819296138,0.7531105393423091,0.7531105393423091,false,false,false,true
0.28599585207389866,+,300.1444396972656,72862.0703125,15,20.0,166.58990194259215,809.2207297266235,454.0460320901593,6123.724356957944,0.07414540655708314,0.5007897491316438,0.5007897491316438,false,false,false,true
0.286979185407232,+,275.9345703125,66028.890625,19,20.0,117.42145706347767,1366.4650122313246,268.886109873757,6123.724356957944,0.043908917874175904,0.3181358084279597,0.3181358084279597,false,false,false,false
0.2944458520738986,-,255.19728088378906,19525.181640625,45,11.890250872045439,11.890250872045439,23683.831071312023,9.223079491182775,6123.724356957944,0.0015061225740350737,0.009480748741328576,0.009480748741328576,false,false,false,false
0.29542918540723195,-,295.2279052734375,18865.623046875,46,20.0,799.556099921665,664.0250178319742,553.3277384895911,6123.724356957944,0.09035804132184441,0.6216518553939162,0.6216518553939162,false,false,false,true
0.2964125187405653,-,285.2714538574219,17747.11328125,50,20.0,97.35139811246687,7924.586333867651,46.365002025052455,6123.724356957944,0.007571373125632486,0.07104321152344764,0.07104321152344764,false,false,false,false
0.3038791854072319,+,574.911376953125,88462.4453125,9,20.0,202.67152764822512,458.75601193208917,800.9125806766916,6123.724356957944,0.13078847674890406,0.7818707664020856,0.7818707664020856,false,false,false,true
0.30486251874056525,+,376.84918212890625,49145.7421875,22,20.0,284.02404085550006,885.0090393828712,415.16351253732506,6123.724356957944,0.06779591770253422,0.5855433228447205,0.5855433228447205,false,false,false,true
0.3058458520738986,+,313.1769104003906,48895.2421875,23,20.0,271.6936682876914,1114.300698347282,329.7345698180347,6123.724356957944,0.05384542977401999,0.5496788875440032,0.5496788875440032,false,false,false,true
0.3133125187405652,-,283.968994140625,21005.61328125,39,20.0,21.83907126533394,22544.733942647657,16.297529274560443,6123.724356957944,0.0026613753860496255,0.01885793348144018,0.01885793348144018,false,false,false,false
0.31429585207389854,-,336.878662109375,18050.408203125,47,20.0,1069.0353006270418,587.9968036599257,624.873229123844,6123.724356957944,0.10204137101857726,0.8025914181666591,0.8025914181666591,false,false,false,true
0.3152791854072319,-,274.9041442871094,16609.142578125,53,20.0,512.6833695280413,1516.3510731862145,242.3076475591055,6123.724356957944,0.03956867315293003,0.34932153388406534,0.34932153388406534,false,false,false,false
0.3227458520738985,+,570.9170532226562,48668.21484375,22,20.0,368.4962594314866,568.4260365442008,646.3874590461442,6123.724356957944,0.10555463005314747,0.7815242287367337,0.7815242287367337,false,false,false,true
0.32372918540723183,+,315.96356201171875,37339.78125,29,20.0,193.39897682029965,2503.3609421719857,146.77206759433173,6123.724356957944,0.023967778273292994,0.29898955099146024,0.29898955099146024,false,false,false,false
0.32471251874056517,+,531.8900146484375,37173.796875,30,20.0,290.2685504420396,1851.8865360445886,198.40495314699456,6123.724356957944,0.03239939317672935,0.46680990295851854,0.46680990295851854,false,false,false,false
0.3321791854072318,-,296.8860168457031,18303.51171875,46,20.0,152.26135257652592,4616.70895367007,79.58558035706193,6123.724356957944,0.012996270850537974,0.11489806515522125,0.11489806515522125,false,false,false,false
0.33316251874056513,-,387.2027893066406,18263.361328125,47,20.0,1258.2986172581989,641.1829036044552,573.0400161201735,6123.724356957944,0.09357704277937814,0.9661019470521307,0.9661019470521307,false,false,false,true
0.33414585207389846,-,217.85345458984375,17485.599609375,51,20.0,37.88529440585813,16531.28825580479,22.22594245118554,6123.724356957944,0.0036294812038578797,0.026814519996748234,0.026814519996748234,false,false,false,false
0.3416125187405651,+,537.8792114257812,139550.28125,5,20.0,127.10185256165768,251.89227872278943,1458.6531325234891,6123.724356957944,0.23819705909298927,0.7682024817765175,0.7682024817765175,false,false,false,true
0.3425958520738984,+,420.9706726074219,43360.73828125,22,20.0,268.0715013403325,1481.7161583458742,247.971556055414,6123.724356957944,0.040493585537314705,0.49206585339955955,0.49206585339955955,false,false,false,false
0.34357918540723176,+,316.00152587890625,39144.08203125,29,20.0,182.1741110109363,2574.663571136705,142.70736788156773,6123.724356957944,0.02330401558969905,0.29524766812419023,0.29524766812419023,false,false,false,false
0.3510458520738984,-,280.23651123046875,85011.9765625,11,20.0,22.33243398251493,1454.616755459563,252.5912478585434,6123.724356957944,0.041247978049753706,0.07797813088166744,0.07797813088166744,false,false,false,false
0.3520291854072317,-,276.8744201660156,21379.23828125,34,20.0,232.683298385218,1880.6242682714537,195.37313625926362,6123.724356957944,0.031904299552163104,0.204165162710885,0.204165162710885,false,false,false,false
0.35301251874056505,-,494.8674621582031,17453.498046875,54,20.0,822.0173954845421,869.8820695924113,422.3830726728684,6123.724356957944,0.06897486693582887,0.6163063973216073,0.6163063973216073,false,false,false,true
0.3604791854072317,+,297.99090576171875,249063.609375,2,20.0,74.31097014289418,122.23893782523248,3005.7808743625496,6123.724356957944,0.49084196138699465,0.7632367735272025,0.7632367735272025,false,false,false,true
0.361462518740565,+,357.92822265625,38143.8203125,27,20.0,333.7977042387022,1508.7336307989647,243.53103418454586,6123.724356957944,0.03976845135229498,0.5319702933993548,0.5319702933993548,false,false,false,true
0.36244585207389834,+,354.86651611328125,35029.3671875,34,20.0,246.98341673654568,2533.4884516642874,145.02669675723627,6123.724356957944,0.023682760409105115,0.3612403438088203,0.3612403438088203,false,false,false,false
0.36991251874056497,-,431.1927185058594,69211.75,16,20.0,274.3083099893669,182.9117612280375,2008.747053500879,6123.724356957944,0.3280270202264224,0.8053665777425757,0.8053665777425757,false,false,false,true
0.3708958520738983,-,432.1950988769531,25054.4296875,29,20.0,282.164487843576,1214.4388455953404,302.5458735531132,6123.724356957944,0.04940553426598182,0.2999504223209972,0.2999504223209972,false,false,false,false
0.37187918540723164,-,275.1502380371094,18995.2421875,42,20.0,449.4823539192124,1490.2661936965642,246.54888030848562,6123.724356957944,0.040261263560687544,0.35027634339148683,0.35027634339148683,false,false,false,false
0.37934585207389826,+,533.8848876953125,230616.75,3,20.0,75.2379902962569,185.36862777069237,1982.1232202894257,6123.724356957944,0.32367936646875406,0.7509215772440185,0.7509215772440185,false,false,false,true
0.3803291854072316,+,256.2633056640625,36892.95703125,30,20.0,145.93235080497328,3640.380253000162,100.92996771825426,6123.724356957944,0.016481794711020077,0.2199171909795252,0.2199171909795252,false,false,false,false
0.38131251874056493,+,339.017578125,35253.8828125,35,20.0,120.26855830361444,5875.2946626721805,62.53702707914337,6123.724356957944,0.010212253758301038,0.17643129689694015,0.17643129689694015,false,false,false,false
0.38877918540723155,-,216.8533935546875,79441.5703125,14,20.0,31.96999496215433,1223.2134529412572,300.37558901432516,6123.724356957944,0.04905112828486967,0.10277903980413643,0.10277903980413643,false,false,false,false
0.3897625187405649,-,374.9924621582031,74221.515625,15,20.0,282.11591186228077,137.25586062708354,2676.9236645985234,6123.724356957944,0.43713980390984275,0.8780231921689465,0.8780231921689465,false,false,false,true
0.3907458520738982,-,352.9269714355469,37327.67578125,25,20.0,487.4057608471572,291.6267519875395,1259.9100011002276,6123.724356957944,0.20574244163499672,0.7593424893768944,0.7593424893768944,false,false,false,true
0.39821251874056485,+,230.1399383544922,137515.203125,4,20.0,117.4015266551596,318.3787868589841,1154.0450450306394,6123.724356957944,0.18845476670082018,0.655421885456687,0.655421885456687,false,false,false,true
0.3991958520738982,+,200.9736785888672,131808.796875,5,20.0,182.06965582448785,195.04520843568122,1883.7861456034666,6123.724356957944,0.30762098941685007,0.9674318782904665,0.9674318782904665,false,false,false,true
0.4001791854072315,+,316.9520263671875,31814.78125,40,20.0,150.6664075896964,5116.222031290078,71.81538626947142,6123.724356957944,0.011727403469405477,0.19850435997174284,0.19850435997174284,false,false,false,false
0.40764585207389814,-,276.9408264160156,38389.00390625,25,20.0,258.9294404038108,528.5472467956563,695.157270508927,6123.724356957944,0.11351870691551788,0.4079613799097352,0.4079613799097352,false,false,false,false
0.40858660273498704,-,254.2206573486328,33608.2265625,27,17.44503966533363,17.44503966533363,10697.350186013946,29.959367258923276,6123.724356957944,0.004892344186733784,0.023937314545240316,0.023937314545240316,false,false,false,false
0.4095699360683204,-,257.2392272949219,27130.173828125,28,20.0,56.303739938052175,5974.5753841524365,61.49783671523629,6123.724356957944,0.010042554682488403,0.062409739097030216,0.062409739097030216,false,false,false,false
0.417036602734987,+,338.9673767089844,134700.796875,6,20.0,111.84907857241774,354.0072983444143,1037.897984408247,6123.724356957944,0.16948803112422245,0.6269233189053484,0.6269233189053484,false,false,false,true
0.41801993606832033,+,224.12787,113121.26446640155,7,20.0,193.10993524837593,262.2896910599535,1400.8307376956418,6123.724356957944,0.2287547015573912,0.8855682789609264,0.8855682789609264,false,false,false,true
0.41900326940165367,+,421.23284912109375,38964.09765625,28,20.0,245.10345183731351,1243.0518656836423,295.58176256419074,6123.724356957944,0.04826829970365054,0.40430871397430485,0.40430871397430485,false,false,false,false
0.4264699360683203,-,1479.9864501953125,25733.04296875,32,20.0,777.4193062173471,444.8609947265702,825.9286963185211,6123.724356957944,0.13487359132683335,1.0,1.0,false,false,false,true
0.4274532694016536,-,516.9335327148438,18426.5546875,47,20.0,1258.0104461667138,442.9454242534678,829.500523764808,6123.724356957944,0.13545686830634476,0.9999999992992132,0.9999999992992132,false,false,false,true
0.42843660273498696,-,358.94439697265625,18220.044921875,48,20.0,1073.1858688353436,658.2477184438416,558.1841776620201,6123.724356957944,0.09115109451779879,0.8171433306656836,0.8171433306656836,false,false,false,true
0.4359032694016536,+,256.9643859863281,111546.6171875,7,20.0,119.45925572930187,570.2592380628608,644.3095295844638,6123.724356957944,0.10521530559297328,0.544391141725948,0.544391141725948,false,false,false,true
