SPECTRUM - MS,
Top2_40ms.raw,
FTMS + c ESI Full ms [200.0000-1200.0000],
Scan #: 23,
RT: 0.16,
Data points: 1706,
Mass,Intensity
237.954681,20800.77344
238.01506,8729.274414
238.143433,1679.439575
238.952271,9040.240234
239.088837,1444.530273
239.12764,1742.280518
240.232071,19225.32031
240.91597,20985.09961
241.235214,1365.746948
242.000031,25854.70117
242.12056,28155.32227
242.247849,1796.677246
242.284134,10932.70898
243.124084,2502.742432
243.287811,1449.167603
244.262817,2035.961182
244.896545,3765.036865
245.117355,1143.088623
245.152878,2276.267578
245.201065,1346.577026
245.226212,1177.244019
246.221283,1140.996826
246.242416,11076.36328
247.096344,1371.384155
247.133087,2567.815918
247.169449,2686.62915
247.246063,1220.433228
248.12854,1111.700806
248.164444,2194.92749
249.110001,2658.813965
249.134293,2376.11084
249.184616,1435.651245
249.196655,1255.667603
249.221054,1073.031006
250.143616,21407.48633
250.17955,1515.585083
250.216919,1002.762939
250.941315,1469.637451
251.08876,2035.499756
251.126175,5722.370117
251.146805,1545.555054
251.164398,1639.772217
251.200287,10893.39453
252.159332,4287.936035
252.203842,996.48291
252.231415,1440.785034
252.911041,1763.177612
252.918457,11877.0957
253.105209,1561.09375
253.141708,6284.071289
254.139328,5551.343262
254.222626,1950.512329
254.247635,4344.09668
255.123505,2086.260742
255.980072,1502.819458
256.162689,1181.64856
256.169403,4253.862793
256.226837,1171.92627
256.263336,35581.15234
256.299591,6542.85791
256.889618,26265.40625
256.964294,80660.08594
257.079712,8823.112305
257.116333,1793.791138
257.266632,4555.936523
257.923737,15686.48633
257.967529,4213.899414
257.975372,1125.430908
258.004547,1630.276245
258.097687,18136.13086
258.115173,9816.015625
258.148834,1260.35376
258.2789,4502.6875
258.926666,4862.43457
259.07489,1784.899414
259.095917,1492.394165
259.132477,1562.027222
259.205292,1927.510498
259.956909,2443.800049
260.009796,4589.919922
260.093536,1623.653564
260.164307,1519.531738
260.201111,1688.023315
260.861328,4828.233398
260.86911,1537.635986
260.957306,2041.241577
261.030914,7158.634277
261.111298,1845.887329
261.130188,3945.681641
261.148315,4716.552734
261.159882,1529.758179
261.221161,1557.091553
262.180206,2613.86084
262.237335,1823.338745
262.253235,1599.053345
262.888184,1506.138916
262.89743,1177.186768
262.981415,24265.5625
263.126862,5877.766602
263.163849,1826.026733
263.23642,2157.679688
263.743988,1136.766968
263.984711,1385.174194
264.159393,2807.463135
264.195709,2686.144531
265.105042,4980.626953
265.142975,5244.722656
265.178345,1670.684448
265.215759,2290.448975
266.138824,4986.728027
266.156708,1412.794189
266.222351,1824.704834
267.12085,6687.106934
267.158081,1336.925903
267.214752,934.20282
267.967896,2219.4646
268.154327,5249.449219
268.227631,1207.502075
268.263306,7645.442383
269.136749,5107.580566
269.966034,2063.743408
270.242706,1552.411011
270.27887,2127.216064
270.315521,1916.348145
270.928741,2200.203125
271.132019,1003.745789
271.166168,8830.890625
272.150482,25818.61133
272.200592,1630.294556
272.855103,1132.626099
272.862762,1448.249512
272.936615,1661.914063
273.134064,1397.382813
273.147614,2118.304443
273.166931,2220.492676
274.13559,1637.733521
274.143555,1509.882935
274.273834,89371.67969
274.892151,3090.182129
274.900146,17216.28516
274.942139,2412.242188
274.974915,44439.04297
275.110413,1914.491577
275.163391,2558.010742
275.200684,2751.720215
275.277344,14071.99121
275.925659,21579.82227
275.934357,95319.38281
275.978394,2046.407349
276.159729,5626.521973
276.195648,1688.24939
276.231934,1580.499634
276.835968,1422.655273
276.938721,1461.057739
277.104858,8869.897461
277.142487,4923.851074
277.179504,1788.955811
277.216003,7554.634277
277.93866,1804.57373
277.958679,1118.052734
277.96759,2233.013184
278.107635,998.264221
278.138062,2160.490234
278.146118,1312.695801
278.17511,1465.226929
278.210968,1100.758057
278.247498,2322.780273
278.871857,7222.388672
278.968231,1479.637085
279.084442,2575.121582
279.09314,79971.49219
279.120514,11049.74805
279.158966,10610.34473
279.195526,1421.210571
279.23175,15823.79981
279.90564,10709.39746
279.926727,1202.085205
280.096405,15958.19922
280.15387,1743.912598
280.235962,4803.420898
280.263458,7822.305664
280.908051,2656.18335
280.939667,1181.61438
281.078827,1541.238403
281.099365,5788.414551
281.137207,8385.296875
281.174103,1554.940186
281.247009,1037.114868
281.942566,11085.54199
282.01355,10681.93457
282.134064,1386.494629
282.169952,2053.485352
282.221527,5073.873047
282.278961,19874.875
282.973663,4774.79248
283.025085,1627.989746
283.09436,1347.327393
283.115143,4723.093262
283.152283,4831.717773
283.174927,1728.802612
283.224854,1127.404541
283.262634,2139.37085
283.282318,4307.154297
284.185791,1262.604858
284.286346,2177.193848
284.294647,26332.12305
284.330994,7905.164551
284.87027,2629.840088
285.131012,1056.65332
285.290009,3762.619141
285.298035,6455.152832
285.334381,1374.789551
286.128845,1604.116577
286.292847,1074.998535
286.309906,3754.986816
287.164001,1486.046265
289.142761,1469.391113
289.179626,1585.879272
289.215576,1192.062378
290.069794,1092.270996
290.160095,6713.659668
290.174988,2627.695801
290.21051,1628.799561
290.268707,14843.27734
290.947052,1303.53064
291.120361,5426.428223
291.1586,4660.657715
291.194,1982.878784
291.242676,6937.614746
291.898712,1353.221436
291.906525,11024.50586
292.153839,4870.130859
292.190491,2662.50293
292.226837,9998.071289
292.985748,6852.731934
293.078217,2441.276123
293.136261,10590.90723
293.173615,2760.267822
293.211273,2380.998535
293.907074,10502.68945
293.935974,18913.16016
293.944946,27600.94141
294.169495,2315.716553
294.205963,2066.138916
294.253448,1597.448486
294.836426,1955.519409
294.845367,2121.562012
294.904846,7045.058594
294.919983,4087.002197
294.940857,1204.588501
295.094757,4288.332031
295.115051,16745.05273
295.152252,9108.505859
295.165863,1541.64624
295.226532,4262.222656
295.902954,4583.544922
296.118378,1495.711426
296.148682,9882.553711
296.185333,1228.225342
296.294769,4517.102051
296.844757,2047.558105
296.881989,6238.023438
297.093109,1181.236694
297.131653,7681.138184
297.168335,2005.898315
297.242279,4365.964844
297.91629,47261.96484
297.990967,213526.6094
298.105835,4426.058594
298.164978,1845.335083
298.274048,2335.280518
298.310028,1882.44104
298.347198,1463.068604
298.950592,6839.29541
298.994598,18992.10547
299.088867,2033.207886
299.146942,5817.492676
299.161438,29890.83203
299.986267,2279.032227
299.99588,1069.397217
300.023712,6831.305176
300.122223,7603.527344
300.144348,67656.40625
300.165009,4958.134766
300.180359,1811.954834
300.289276,1870.935181
300.853516,6742.683105
300.984283,4896.695801
301.125732,1410.632202
301.147552,5364.124023
301.21582,1654.251831
301.887695,22068.27539
301.983551,9879.316406
302.116852,2568.114258
302.139832,2760.041016
302.186951,1190.368774
302.195953,12134.25098
302.305023,11037.34668
303.120819,1288.853882
303.231415,2302.631104
303.309631,1687.987183
304.153259,1502.787109
304.190765,1357.085205
304.299713,5734.038086
305.000641,4826.304688
305.136078,5829.920898
305.156891,2602.624756
305.174377,4109.218262
305.303192,1261.321289
306.169464,4928.775391
306.851654,1358.603882
307.115265,4428.17041
307.152649,6485.961426
307.190002,5263.091797
307.226593,1476.450806
307.262634,1599.255615
308.185577,13720.56641
308.206604,8680.999023
308.294983,8127.188965
309.10968,2442.784668
309.130829,15784.21777
309.168549,2266.600098
309.189392,1300.089111
309.298309,1333.546509
309.908142,1617.90332
310.134186,1552.293701
310.164764,1800.299316
310.310242,8069.193848
311.088989,10987.84082
311.110199,1564.351929
311.125305,1175.19519
311.14621,8011.757813
311.184113,1657.10083
311.257965,2721.594482
311.313477,1694.805664
312.180023,1520.341553
312.32608,13336.54004
312.362244,2075.464844
312.856415,2265.047119
312.930756,6808.320801
313.10437,4450.264648
313.165955,2233.133789
313.176849,45457.99219
313.236816,1935.328735
313.273499,9716.051758
313.330109,1996.630005
313.881042,10013.54981
313.890167,2329.271484
313.963257,12139.14941
314.160217,7292.497559
314.180206,6072.428711
314.196075,4796.558105
314.284546,1935.170288
314.304688,1466.022461
314.341431,1161.880249
314.922363,1824.458496
315.287354,1628.736084
315.889069,2830.342285
315.917236,3940.498291
315.963593,33758.68359
316.001373,37754.98438
316.2117,9777.636719
316.827209,5100.213379
316.88678,1926.045654
316.901825,15121.44922
316.923248,1263.232544
316.951843,32889.44922
316.961304,33960.95313
317.00473,2546.705078
317.174286,1845.288208
317.194916,1671.452881
317.861328,4461.735352
317.884277,1290.870483
317.920959,2295.497803
317.958466,14284.57031
318.190765,11463.86231
318.206329,1783.734985
318.299866,2221.167725
318.909515,1395.338257
318.985413,5894.036621
319.114868,2212.257324
319.136261,1385.182007
319.152435,4379.26416
319.166199,9671.385742
319.190613,1196.471069
319.879364,4497.527344
319.898224,11523.50879
319.907928,1693.814453
319.956573,2583.138672
319.969086,4752.05957
319.994568,1220.9552
320.185181,4193.012207
320.9328,7704.10791
320.943024,1843.806152
321.10965,2220.422363
321.130554,11479.53125
321.168579,6166.996094
322.13382,1319.142212
322.164703,2640.388428
322.199951,1460.579468
322.825806,1546.125244
322.918701,6892.990234
322.989685,2493.263916
323.039825,5105.572754
323.088928,1340.015259
323.110229,1684.746094
323.146515,13267.41309
323.184235,4250.82373
324.00174,1208.885254
324.149536,1419.977905
324.180237,4755.231934
324.289856,1275.6521
324.32605,1722.698975
325.104126,10959.6416
325.125763,5708.109375
325.162872,9165.033203
325.199493,2385.508301
325.237183,1251.160156
325.893097,1297.506958
326.18454,4632.364746
326.196136,4363.824707
326.305054,8404.573242
326.341858,1577.827759
327.12088,4373.008789
327.141815,1558.213379
327.178528,4729.000977
327.201172,6366.447754
327.252899,1754.89624
328.15213,1495.625977
328.175659,6469.191895
328.21225,2719.469971
328.255981,1240.210083
328.320557,10717.28809
329.157349,4656.362305
329.324585,1854.977539
330.15509,6987.111328
330.190735,6330.531738
330.227539,1745.046753
330.941101,1858.287598
331.891541,9558.895508
332.206604,19875.8125
332.330811,5377.905762
332.875671,3615.067139
332.884857,30407.70117
332.933563,2117.734131
333.089691,1228.969727
333.168579,1579.275635
333.208893,2167.719238
333.334229,1194.005005
333.973938,2597.134277
334.200989,4206.093262
334.912811,7084.356934
334.93396,2597.864746
334.962524,13857.7041
334.972504,1649.276611
335.110077,2440.4104
335.124725,6324.154785
335.147186,6106.608398
335.18399,2589.824951
335.220856,1352.036743
335.862396,13689.20508
335.873138,2032.823608
335.931641,11134.94727
335.946503,28092.06641
336.181122,4110.098633
336.192871,16715.59766
336.216827,2708.543945
336.949677,1562.980103
337.104462,13367.08008
337.124939,5004.905273
337.162842,9123.003906
337.177094,4450.597656
337.197449,4698.503906
337.898895,5423.358398
337.979797,4865.283691
338.107635,2280.600586
338.341217,2230.566406
338.892578,5614.787598
338.967407,100974.9688
339.017456,43297.18359
339.120789,9165.321289
339.140991,7602.36084
339.179047,6938.19873
339.278046,1132.985962
339.289093,8902.863281
339.940338,1208.807495
339.971008,6810.788574
340.011108,1488.175171
340.021393,1959.383179
340.211151,1660.912354
340.320557,2474.642578
340.356628,1724.993286
341.099487,5425.252441
341.135529,2396.911377
341.157745,7667.626953
341.194427,2518.904297
341.304871,9616.669922
341.880585,1727.490234
341.95166,2068.695801
342.190887,6608.049316
342.2276,1452.046265
342.960083,2671.196777
343.188049,5117.942383
343.29538,2314.775635
344.206543,7202.335449
344.228027,2538.682861
344.242828,2689.732666
344.315704,2336.460449
344.984406,24072.02344
345.130951,4216.864746
345.987488,1656.274658
346.18573,4984.498047
346.222168,15270.73828
347.147522,1338.854126
347.184875,1686.406128
347.225555,2017.252808
348.201385,5986.737305
348.215088,2072.197754
348.238129,2620.185303
349.16275,2499.594482
349.18338,4763.134766
349.200684,2071.565918
350.195862,4676.464355
350.253876,20897.33789
350.885742,5677.517578
350.896149,20389.74219
351.098663,5583.831055
351.119659,1627.56311
351.141357,5747.250488
351.178314,10343.1875
351.215607,2079.443848
351.25592,5709.669922
351.918793,5041.404297
352.211426,1764.999512
352.249939,1418.844604
352.934753,1440.103027
353.09964,6282.641602
353.135803,5147.131348
353.157043,9047.915039
353.19458,7449.60498
353.268494,2196.826172
353.873505,12212.49609
353.9198,2717.850342
353.932434,2169.884277
353.957092,9895.116211
354.335999,8944.046875
354.855072,1896.162476
354.866821,52650.75391
354.90741,19642.67188
354.917969,2038.661865
354.940765,10028.99414
354.989594,1890.26416
355.114929,5598.09668
355.151123,2149.39502
355.173218,5997.334961
355.212128,1314.048096
355.224213,6890.816895
355.284424,1981.436401
355.298218,1142.824951
355.3396,2315.737793
356.206207,4111.340332
356.242462,1285.326416
356.351959,2067.285889
356.894287,2311.182861
356.940186,7435.704102
356.97757,10156.72559
356.990265,6631.390137
357.130524,2231.469482
357.167114,2247.657715
357.189209,2507.13501
357.298492,1470.513184
357.927795,29238.99414
357.987762,5056.755859
358.049072,1623.152466
358.185333,2189.888184
358.222412,9787.349609
358.83844,1626.050049
358.934937,2748.230957
358.96106,1372.65625
358.985718,1793.981812
359.146698,1947.343018
359.933289,1239.04895
360.166107,1316.27356
360.201782,14369.87891
360.237946,12168.10254
360.874664,8431.498047
360.957825,10861.79004
360.995514,4575.722168
361.16272,1794.4552
361.204559,1523.17688
361.22171,1438.148804
361.273376,1722.219849
361.960205,1305.053101
362.18045,1725.461304
362.19635,1563.62793
362.216797,7106.358398
362.957001,5098.335449
363.141449,2495.184326
363.162628,1197.046631
363.179352,5560.126465
363.216827,1746.362671
363.309784,2037.30249
364.211487,2121.910645
364.232605,11380.34961
365.099182,1504.419556
365.135742,4401.04541
365.157104,14470.12598
365.194916,7754.967773
366.190399,2199.043701
366.24823,1321.261841
367.114838,5047.47998
367.136627,1545.857422
367.151276,2777.693848
367.173462,7617.928711
367.209839,4269.288086
368.206909,1633.605957
368.352112,5279.164551
368.388153,1802.887695
368.425079,2758.126953
369.09375,1255.425293
369.130768,10078.57422
369.152588,4514.987305
369.167542,1815.15918
369.18869,7821.943848
370.134583,1558.505737
370.222137,4367.822266
370.258453,1699.045288
370.819733,1287.496216
370.841766,12216.73438
371.110413,1430.86438
371.146851,2770.744873
371.227081,9946.787109
371.328064,2438.465332
372.150574,1287.537598
372.184113,2671.027588
372.201416,5947.628418
372.237549,6696.356445
372.259521,1912.25293
372.346039,1548.192261
372.878571,6315.385254
372.928711,1833.941528
373.233459,2486.425049
373.309296,8622.986328
373.901855,26122.79492
373.911652,31504.47266
374.217041,10476.1582
374.253845,6969.032715
374.811249,1486.344482
374.938507,8729.857422
375.855042,1211.681519
375.899536,1869.827271
375.936829,2375.00708
376.196442,1789.313477
376.232788,16670.16211
376.259003,8980.674805
376.848846,79997.15625
376.889191,22195.64844
376.899384,1390.498535
376.922607,9340.40918
376.958984,2259.515137
376.973022,11373.54492
377.156616,1972.250977
377.235504,1286.473267
377.264801,1913.987305
378.191284,1797.581787
378.214203,1612.434326
378.22644,2249.628418
378.248413,4549.401367
378.931152,1697.282715
379.115356,1741.244385
379.150879,1604.280396
379.17337,7480.909668
379.210907,2487.691162
379.994354,15122.34766
380.207062,2276.815674
380.955353,12226.93066
381.131317,10466.83496
381.151794,5542.05957
381.166504,2378.558105
381.189056,12341.59668
381.225677,1471.871826
381.314941,6932.294922
382.191895,1899.290405
382.222015,1850.664063
382.31842,1752.064697
382.866699,13323.56836
383.145905,1965.513062
383.167725,6208.793457
383.181305,1319.421143
383.205231,2316.935547
383.330688,35611.03906
383.886963,1361.174316
384.201843,1257.841187
384.237732,1601.545166
384.311066,1384.856812
384.334412,11750.06348
384.771637,1581.565674
385.126404,1625.15918
385.162964,2730.197754
385.184357,2075.402832
385.310852,1335.290161
385.346252,7257.642578
386.21756,8113.668457
386.239197,1956.199341
386.253113,4776.722656
387.179871,10902.49121
387.24942,1566.990845
387.3255,6330.443848
388.183167,1771.263916
388.196442,4492.681641
388.210938,1741.454102
388.233154,15991.49707
388.253967,14195.36719
388.269073,6539.07959
388.329346,1600.510132
388.842316,5264.633789
389.22821,1484.389038
389.873962,1840.950562
390.212311,4142.934082
390.248444,13937.01953
391.284119,88300.32813
391.874329,1566.920898
391.913025,6462.134277
392.228088,2078.155029
392.264313,6652.435547
392.287354,24960.62109
392.823303,38364.5625
392.897614,1873.709473
392.948944,6323.925781
393.130615,2072.003662
393.152191,2015.165894
393.188812,6907.763672
393.210175,2668.256348
393.28952,1790.090576
394.346649,9174.680664
394.821381,7517.866211
394.849365,1684.098022
394.861908,2123.010986
395.146698,6480.401855
395.167999,5146.205078
395.204742,5232.594727
395.819,2654.071289
395.894104,13459.12012
396.23941,1625.830078
396.816803,2000.95105
397.162506,8986.575195
397.183807,5257.325195
397.221039,4559.73584
397.964661,1990.111572
398.21701,2236.641602
398.253693,2084.042969
398.827972,15400.28809
398.840942,8397.450195
398.904968,21866.69531
398.953003,2187.424805
399.103516,1854.677734
399.141602,1984.670776
399.250549,477037.8438
399.346313,7571.813477
399.864502,9183.71875
399.961639,1921.064697
399.987244,2294.537598
400.232635,7353.228027
400.253937,95577.46875
400.350616,2632.827637
401.155914,1659.209106
401.255829,11674.87598
401.3414,4822.157715
402.212067,4657.818848
402.234589,2169.560547
402.24826,17833.7832
402.28537,1499.580933
403.231079,2408.590088
403.2435,5240.458496
404.20636,1339.509033
404.228027,5270.384277
404.264099,22144.51758
404.84729,1857.735474
405.190155,1350.10022
405.227478,2146.736572
405.267273,1793.947754
406.208099,1447.983032
406.243378,7167.382813
406.279755,1725.822998
406.352448,2357.695313
406.852509,1499.421021
407.168671,2257.759521
407.188568,1305.802246
407.204407,5164.549316
407.244019,2335.66748
408.259216,4237.696777
408.368103,1999.833252
408.796692,4812.648438
409.125763,1772.494385
409.16217,4133.966309
409.183533,8487.996094
409.220703,4870.463379
410.185669,1659.856689
410.217346,1316.289551
410.795502,1833.222656
410.823883,5137.03418
411.141693,2245.757568
411.178284,4743.013672
411.199036,8144.942383
411.792542,4541.573242
411.858032,40654.46094
412.232758,2583.163086
413.157318,6108.292969
413.179077,1989.146973
413.229309,6887.506836
413.26593,32382.56445
413.866699,2379.29126
414.213776,2225.523682
414.231049,7367.116211
414.248688,11096.41992
414.26944,7695.785156
414.283813,2333.103271
414.804901,8231.071289
414.864288,4635.20459
414.879059,12025.86719
414.929108,7733.752441
414.953125,7791.694336
415.210571,6774.592773
415.242279,4331.769531
415.253876,6929.808594
415.965363,11030.06152
416.227509,11609.6084
416.264862,11730.03223
416.284607,5908.039063
416.300171,2284.154297
416.963684,1536.897583
417.189362,1915.492432
417.259979,6387.212402
417.865967,6376.555176
418.243896,16534.9668
418.260437,1986.110474
418.279388,9215.62207
418.942902,2755.793213
419.314941,1783.619019
420.222443,1630.057251
420.25943,13470.7793
420.810944,2411.97876
420.886719,6305.094238
420.97049,30780.06641
421.183685,2074.395264
421.232666,29471.21289
421.250458,1656.19519
421.253479,1383.43811
421.973877,2469.132324
422.235809,7081.903809
423.142426,1552.876221
423.199005,5872.063965
423.237213,5611.924805
423.273956,3924.571289
423.288971,4296.803711
424.27005,1815.106812
424.362976,2750.550781
424.961639,1541.476196
425.13623,4820.587891
425.157013,4824.978027
425.214783,12807.41406
425.250824,1580.761475
426.249054,2118.638184
426.98761,1975.649536
427.172577,4133.726563
427.229095,1859.532471
427.244354,2565.407959
427.377136,2617.624268
427.392242,1605.39917
427.830658,8109.002441
427.910126,1567.462524
428.22934,2404.334961
428.264771,4905.166016
429.153778,1455.729126
429.239899,8748.029297
429.259369,7047.23877
429.83139,5451.891602
429.870361,15101.44727
430.244385,13392.02148
430.263428,6013.188477
430.278351,8406.852539
430.389618,1656.457397
430.828583,1649.940796
430.862335,18793.02734
431.23938,7396.986328
431.275604,1810.713989
431.826324,1980.391113
431.852905,4855.435547
432.2229,3547.035889
432.23819,21832.89648
432.259125,10439.74023
432.279999,32410.73633
432.295837,6980.275391
432.963501,1602.427856
433.240448,4318.037598
433.255127,2270.470215
433.839935,23545.08594
433.915375,7475.719238
434.238647,5092.248535
434.274414,10001.16406
434.87619,5073.291016
436.341705,12321.82227
436.860352,3728.966064
436.907471,1978.860596
436.944244,14505.73047
437.157318,1706.651733
437.205353,9128.200195
437.252655,1927.854004
437.345459,2107.569824
437.987,2366.469482
438.209442,3916.400391
438.943085,4582.608887
439.136383,1416.195923
439.172974,2357.937256
439.211395,1573.244385
439.230804,5123.38623
439.838257,2001.288208
440.264801,1982.636108
440.358429,2090.187988
440.963898,2294.875732
441.18811,7941.846191
441.260254,4339.724121
441.332031,1992.207642
442.244202,6791.647949
442.279999,2422.740967
442.352234,2546.804199
442.96109,2142.685303
443.238434,2726.857666
443.276154,6822.999512
444.223938,1979.113281
444.259766,8005.105469
444.295227,6026.36084
445.217987,2130.312988
445.233093,26315.89453
445.253693,7388.22998
445.291382,1787.424072
446.237518,12879.79883
446.258881,5075.79834
446.274719,13468.18848
446.311127,1719.048706
446.980957,1435.940552
447.237579,2568.718506
447.270447,7501.689453
447.306732,2039.151001
447.347046,21116.47656
447.841248,1941.387207
448.253906,9508.375
448.290649,20504.07813
448.350128,4936.9375
449.146942,1369.604736
449.215881,1573.372192
449.249786,1301.83252
449.294891,3547.999512
449.813568,5032.54248
449.886505,1441.856323
451.194397,1826.53418
451.230865,1642.783813
451.925568,2737.205811
452.228394,1575.140747
452.320984,8397.525391
452.394379,2352.7146
452.829437,2781.231934
452.844757,26688.38477
452.885529,21517.14258
453.189209,4083.078857
453.209564,10331.03418
453.246704,2613.361328
453.327515,1702.258545
453.34433,2213.648438
454.91861,1626.021729
455.204315,1821.732178
455.224365,1878.169067
455.276245,1808.421875
455.822693,5832.85498
455.979889,5200.394531
456.25946,4617.553223
456.295288,1678.096069
456.85733,1665.809326
456.941742,13357.3877
457.219635,1618.86792
457.254456,5141.199219
457.303955,68044.24219
458.238434,4422.672363
458.258148,1367.681396
458.275024,6517.678223
458.307129,16536.5625
458.347198,6410.540039
458.843079,6039.194336
459.266846,10771.02051
459.307343,5721.950195
460.254272,3670.091797
460.270447,7920.472656
460.290375,11859.06445
460.310883,6367.468262
461.250214,2576.689209
461.287048,7452.818848
461.363037,4710.330078
462.233215,1958.104858
462.271271,9060
462.286621,2077.385498
462.306244,8314.884766
462.958649,5582.878906
463.229858,2285.074707
463.270386,2118.304688
463.308136,1506.003052
463.341827,2168.179932
464.285278,6970.15332
464.35968,1630.05188
465.246155,1654.092407
465.286377,1541.741211
466.372833,1618.456909
467.224792,2063.273193
467.262604,1694.595093
467.785828,1473.541016
468.389496,6944.994629
468.807037,5319.297363
468.817322,4801.341797
469.184113,2096.130371
469.238953,1733.687988
469.255981,1916.456421
469.393402,2111.265625
470.274445,1946.056885
470.858124,4558.96875
471.199768,1726.559204
471.270599,5479.98877
471.795197,2050.644287
471.855896,4387.084961
471.871857,5504.366211
472.253998,2269.187256
472.272156,4110.541992
472.290314,7408.113281
472.341064,7574.212402
472.875458,2158.550293
472.915924,1914.57605
473.26474,5640.918457
473.285583,13835.28027
473.343536,1916.884399
473.952667,2235.797607
474.233032,2180.615723
474.25174,1993.503296
474.269836,13120.76367
474.289093,4839.319824
474.307098,5982.634766
474.826935,37840.29297
474.869781,11479.11426
474.891449,7652.945801
474.940308,1558.457153
475.266327,5818.429199
475.300598,11015.80566
475.377808,2303.761963
475.872894,1939.07312
476.249542,2474.320313
476.26825,1542.475464
476.285675,8719.413086
476.306335,34237.19922
476.322388,2044.181519
476.773834,1956.749146
477.281372,6989.971191
477.308228,8300.15332
478.264648,1916.380005
478.30127,4913.379883
478.933441,4216.890625
479.296295,2295.12915
481.241211,1833.241455
482.367432,2709.31543
484.340179,5562.503418
484.384705,1874.020264
485.247711,1516.110352
485.285614,4185.148926
485.359528,10321.31836
486.270599,2448.316406
486.305908,4343.151855
486.360687,2327.505127
486.379242,1711.170776
486.820007,7784.783691
487.265381,5703.157227
487.302277,7388.920898
488.249603,1909.140137
488.267944,2000.093506
488.285828,4580.016602
488.321899,4334.008789
489.25296,2562.70874
489.279388,9401.279297
489.318329,6431.709473
489.880859,5014.09375
490.265137,4517.866211
490.283691,2251.579834
490.3013,6068.979492
490.790741,17443.48047
490.833771,1966.591187
490.86438,2479.333252
491.259308,1680.696167
491.294769,8510.71875
491.874207,12065.27051
492.28125,2533.140869
492.317535,1941.236572
492.799316,1541.709839
492.825531,1415.381958
492.877045,2045.626343
493.853577,10920.4043
494.405609,2174.455078
494.856567,1673.519531
494.937958,2705.727051
495.221344,1632.838501
495.868225,4537.750488
496.420349,2487.947021
496.808685,37506.03125
496.872742,1676.070557
496.957153,4254.812988
497.236481,4647.720703
497.479004,7457.419434
497.980469,2312.26123
498.305267,2206.121094
498.363678,1796.437988
499.195007,1394.517456
499.302704,1937.490234
500.32135,10888.00488
500.4823,1964.120972
501.244781,2498.887451
501.281708,9242.114258
501.32132,2150.445557
502.264923,4655.128418
502.300476,6480.257813
502.339325,1725.159668
502.374573,9845.130859
502.498322,10325.08789
502.8237,4949.703613
502.973419,5802.918457
503.260345,2816.247803
503.298584,7297.192871
503.33316,2754.359863
503.377502,5352.211426
503.501221,6290.930176
504.147736,1488.958496
504.281372,3371.414551
504.317078,6844.593262
504.33783,5044.649414
505.313965,6467.157227
506.295898,1783.200195
506.332764,2122.955566
506.764343,11111.65625
507.291077,2128.691895
507.334808,1634.068237
507.368591,5462.70752
