SPECTRUM - MS,
Top2_40ms.raw,
FTMS + c ESI Full ms [200.0000-1200.0000],
Scan #: 6652,
RT: 27.37,
Data points: 1597,
Mass,Intensity
259.167603,2217.906494
259.282562,27311.98242
260.093994,3446.583496
260.221954,4754.040527
260.96402,5080.38623
261.109497,4660.362305
261.130829,38640.88281
261.221405,3821.138428
262.180176,2669.14917
262.213745,3679.516357
262.252655,3093.451416
262.974335,2446.155273
262.981445,125661.9297
263.081421,133174.5781
263.236511,3628.239502
263.984589,2502.324219
264.08493,18346.3418
264.195923,3266.804443
264.268524,11770.36816
266.156982,14440.19336
266.172852,10519.99609
266.284271,15225.4375
267.060089,2308.345215
267.206879,2872.809814
267.279816,4124.154297
268.154205,2794.794434
268.226532,3450.007568
268.263458,189755.75
268.299927,50608.55469
268.998322,37658.04688
269.208923,3516.376953
269.24762,3989.72168
269.259399,4826.413086
269.266571,33945.86328
269.303162,10925.33008
270.242676,12441.83594
270.250549,2608.471924
270.279297,6338.837402
270.315155,4233.17041
272.222046,60644.83984
273.167023,53134.50391
273.18573,4210.38623
273.225464,10670.91699
274.170776,4938.273438
274.274017,13811.42383
274.975037,14119.69727
275.935364,12659.1543
275.989014,11805.35938
276.180939,4581.902832
276.195679,42673.80078
277.103302,3365.642334
277.167694,2769.306396
277.19931,5226.494629
277.216187,6597.091797
277.263794,3999.918945
278.247864,4502.161621
278.929626,10023.5957
279.093353,87686.96094
279.159363,25858.48047
279.193024,2637.133057
279.232178,20326.10547
280.096558,20039.96094
280.235504,2406.839844
280.263519,18360.28711
281.247498,3736.819092
281.267273,3895.576172
281.295013,4343.572266
281.952118,14887.27051
282.167755,13540.51172
282.204224,23714.43945
282.221527,10536.84668
282.253998,5123.327148
282.279266,38279.34375
283.115448,4774.598145
283.188232,2623.376709
283.224609,5440.098633
283.263306,13145.42481
283.28241,4127.699219
284.147003,2704.656738
284.294708,79183.88281
284.331085,88344.14063
284.993561,5319.709473
285.168152,3128.643311
285.203369,3387.133301
285.242981,2977.73584
285.289978,71334.25781
285.29834,15487.7002
285.334442,22212.63281
286.142181,2515.290527
286.164856,2987.518066
286.293945,6146.272461
286.310425,84630.13281
287.313843,16538.87891
288.133636,4115.271973
288.155029,3810.482422
288.253235,121182.4531
289.257233,20550.55664
290.269196,3270.953369
291.194366,2702.041504
291.230713,2501.702881
291.962646,3843.817383
292.227203,5654.089355
292.90918,4155.869629
293.174561,2540.080322
293.209229,11977.45117
294.167572,2882.112793
294.203979,86238.65625
295.115723,5793.56543
295.140991,10387.18164
295.207336,11968.11231
295.226837,4754.570801
296.257111,4632.789551
296.294891,80643.73438
296.331329,2979.476563
296.895477,3979.347412
297.074341,5769.197266
297.240051,77463.875
297.298279,16828.64844
297.990631,18161.12695
298.162476,13320.74121
298.243622,11488.05273
298.274384,4878.905762
298.310547,3547.123535
298.34726,3630.616699
298.925629,4087.034912
299.009735,3097.631836
299.161926,3630.699951
299.183105,5903.445801
299.219696,4164.144531
299.258484,3508.588867
300.144684,119299.5234
300.988861,2991.995605
301.046234,29614.58008
301.141022,5840271
301.240173,21432.20313
301.284943,31139.56445
302.049927,2550.731445
302.144318,1039947.313
302.243744,3850.675049
302.288422,4438.169434
302.973816,34444.14844
303.010712,2350.092773
303.146881,104119.25
303.232025,4299.541016
304.1492,3502.216309
304.299469,28362.51172
305.13797,3588.354248
305.157166,28750.58594
305.303345,5928.999512
307.225098,4119.01123
307.262451,2354.209229
307.272156,17143.32422
308.294098,4886.647461
309.131653,3957.858887
309.204193,4083.402344
309.253479,2857.865967
310.235168,181191.9688
310.285034,2740.461182
310.310486,16176.74512
311.12619,163573.5781
311.220367,2729.712402
311.238586,28173.10547
311.256836,14408.2207
311.294922,5904.486816
312.129913,21469.35742
312.242188,3034.710938
312.325989,23463.01172
312.362244,35836.44922
313.025177,3494.812012
313.121674,5149.567871
313.235443,14381.25488
313.273621,33722.11328
313.321045,25521.89648
313.366058,5881.64209
314.325195,2718.32666
314.341492,10448.24316
314.922394,4357.880859
315.112976,3096.034668
315.178253,10565.96191
315.190338,3914.555664
315.25412,2735.883057
315.866425,5078.099609
316.18634,212881.875
316.284332,70710.17188
316.953156,13002.05664
316.961823,10753.07324
317.022095,39693.47656
317.11496,55122.20313
317.189484,33965.59766
317.205841,3149.56665
317.288147,15901.56445
317.862976,3237.815674
318.118408,5727.474609
319.151947,3272.681152
319.183716,10462.82031
319.284485,26001.01563
320.144348,4597.610352
320.940125,65723.125
321.131287,4167.771973
321.23999,6126.216309
321.943726,3154.590576
322.162994,2692.487793
322.242828,3136.150879
322.937012,19574.89063
322.970062,5190.178223
323.146606,5414.532715
323.162659,23620.42188
323.18454,3000.72876
323.267059,17148.19141
324.325958,90128.875
325.142456,4542.651367
325.271362,26056.35352
325.329865,19657.21484
326.27475,3359.580811
326.305542,3361.987793
326.378113,20543.50781
327.100281,12395.99316
327.201447,10158.90723
327.21347,3054.997314
327.251282,13566.02441
327.289673,2980.262695
328.176025,3461.96875
328.321442,8802.436523
329.007538,4449.313965
329.193939,2843.842285
329.243073,3032.716553
329.316101,17220.95508
330.278351,3963.389648
330.336395,13872.84766
331.045349,3176.946777
331.209076,27338.45898
331.225128,2916.33667
332.159973,16129.57324
332.331329,53867.83203
333.334503,16778.47656
333.972626,4504.964355
334.994781,3523.191162
335.032532,3863.448975
335.125366,101536.7266
335.219727,2621.543701
335.992279,17558.71484
336.128815,26758.06445
336.887726,2962.342529
336.913879,12201.27734
337.094788,3200.387695
337.104584,27250.05273
337.178772,11070.79492
337.213806,2377.298828
337.235809,3011.350098
337.246063,13269.08106
337.272308,3694.902832
337.357727,3153.472168
338.10791,5502.204102
338.230194,15665.74023
338.266479,73292.35938
338.341522,17485.9082
338.967712,40633.67188
339.155457,94617.35156
339.17688,4429.663086
339.270264,18488.75391
339.289276,30410.49805
339.91037,26789.97266
339.97171,3021.485352
340.159271,13255.64648
340.293091,4605.162109
340.356842,5143.727539
340.393646,21327.43945
341.209595,2541.646973
341.266479,41863.35938
341.305054,22708.56641
341.315308,2947.374512
341.352631,16592.20117
341.396942,3128.640137
341.90799,3237.553955
342.167816,10792.68066
342.191376,19106.00781
342.225372,3230.659424
342.269806,3256.370117
342.308655,4971.79248
342.355774,3365.07373
343.131378,25590.14844
343.222443,16071.88672
343.295532,340494.1875
344.228058,3271.439941
344.29892,66578.76563
344.315979,104733
344.984528,256536.5781
345.152588,3160.216797
345.301941,3146.030762
345.319183,27110.97852
345.987976,23102.05859
346.989227,2658.161621
347.315277,19797.36719
347.959076,9945.884766
348.326752,5141.60791
349.183441,28558.10352
350.341949,27787.625
350.37851,2756.791992
351.099457,12416.00684
351.194366,10539.7627
351.298767,5290.858398
351.345001,5366.355469
352.319855,3659.179932
352.356873,19445.36523
353.135742,2942.685547
353.230927,4128.300781
353.267059,3361.868164
353.303253,4464.164063
353.320007,4420.532227
353.35199,3513.693604
354.300842,4757.273438
354.336456,5808.416504
355.069794,5982.22168
355.132568,3393.562012
355.152405,97032.40625
355.284149,20854.03516
355.884979,2939.634277
356.070496,2918.602783
356.155792,13442.20898
356.178192,5097.209961
356.852631,3660.877686
357.147156,95794.83594
357.158905,4950.39209
357.203064,3989.002441
357.24057,2603.952881
357.261383,4338.855957
357.274567,3651.638428
357.347931,12033.02344
357.937988,14852.12012
357.97876,3262.075684
358.150543,14877.01953
358.368042,15085.57227
359.217896,3012.285156
360.362823,20543.72461
360.933197,5710.918945
360.958801,20500.03711
360.979523,11619.80176
361.309052,2896.080078
361.379028,11013.81055
362.957275,4784.995605
363.310425,67525.13281
363.955017,46647.04688
363.991547,2783.262939
364.314301,16618.66602
364.954193,2828.558594
365.136475,15564.82129
365.156677,11075.41113
365.277588,1170100.25
365.408569,3575.81665
366.19165,4080.171143
366.280945,248854.4063
366.297882,93195.20313
366.949951,4682.040039
367.18924,17208.21875
367.246033,3069.877441
367.28421,28884.35938
367.301575,17769.61914
367.335724,10122.69727
368.425049,102237.6875
369.084717,18529.04883
369.149933,3065.444092
369.297729,18776.17578
369.35199,19417.90039
369.383911,24643.71875
369.428375,35566.38281
370.226318,3458.025391
370.318634,3566.848389
370.354523,4185.288574
370.404663,5375.685059
370.948425,2746.87793
371.082306,3652.655762
371.10141,2928.261475
371.126801,13856.33789
371.16275,125336.9219
371.227875,6244.467773
371.276886,3369.398926
371.313507,6115.236816
371.326965,170822.9688
371.362885,3060.281738
372.166229,21353.05469
372.184296,6521.876953
372.330292,35911.72656
372.347321,88515.33594
373.121246,10664.2168
373.157806,5940.211426
373.183441,3155.041016
373.21991,6226.270996
373.310028,4816.876953
373.350372,20179.08203
374.145203,9437.173828
374.164215,3591.558838
374.314697,2924.675537
374.326935,10421.25488
374.363525,3404.333984
374.912201,11570.36133
375.250671,4811.868652
375.288147,3023.098389
375.330261,3549.408203
375.346405,2976.023438
376.141022,3573.287598
376.259705,14661.81641
376.31958,4807.866211
376.975128,3196.533936
377.018982,2988.930908
377.079132,3157.516113
377.126862,31514.34375
377.196777,17025.07813
377.326141,9843.010742
377.340057,2763.116943
378.130371,4478.140137
379.282349,4952.292969
380.207611,6373.322266
380.336945,29144.72852
380.350037,7430.481445
380.928101,5527.206543
381.119812,3920.76709
381.251465,345511.5313
381.314941,14618.35938
381.339172,3377.674316
382.255127,76115.27344
382.270782,4941.958008
382.318298,3616.855469
383.142487,3245.579102
383.183868,34252.87891
383.203857,11840.83398
383.21579,3880.724365
383.249512,18901.04492
383.315979,9525.214844
383.330658,95611.92969
384.187378,3183.350342
384.273895,5668.733398
384.334198,27293.16797
384.420258,2990.002197
384.976776,4847.015625
385.178528,84470.05469
385.236115,3614.078857
385.292603,39112.375
385.307007,3807.687012
385.347229,26838.44141
385.378967,15740.23535
386.181946,16312.76758
386.296265,6021.916504
386.349915,10897.39453
386.363037,3978.536865
386.382202,4767.128418
386.399384,4731.138672
387.136993,10067.38281
387.179779,13368.01465
387.249084,4060.063721
387.324951,6236.187988
388.254089,17214.63477
388.328979,2934.146729
388.342224,3928.647705
388.393738,3991.720215
388.528381,2815.658936
389.41037,10077.84375
390.99295,3866.930908
391.284424,457701.0313
391.341858,33433.86719
392.172791,3015.082275
392.287842,122961.7344
392.344757,4700.512695
393.129913,12071.08008
393.20929,22988.71094
393.297119,35554.88672
393.309082,377762.25
394.312469,108632.4844
394.329315,31978.67578
394.345673,10373.05762
395.100037,10789.5293
395.314972,11899.39648
395.333862,4802.058594
396.100159,3311.699219
396.927063,13782.72949
397.114624,11169.58496
397.294739,5332.347168
397.309967,4326.029785
397.379944,4609.533203
397.869263,3396.904541
398.189484,15769.76367
398.956512,6449.930664
399.025543,3269.417236
399.157684,2786.127197
399.178955,64345.71875
399.250763,154732.2969
399.308685,11916.63867
399.325989,15980.84668
399.346222,16712.17188
399.358521,114540.5469
400.182434,13579.11523
400.254578,29741.83984
400.362183,23740.69727
400.378784,57170.62109
400.4151,5071.960449
401.264862,3611.671875
401.288025,6243.5625
401.341187,18607.4668
401.365845,2895.881348
401.381866,11400.82422
402.343811,4008.45166
402.357971,77318.875
402.943634,17809.25391
403.361084,15961.2207
404.939301,4320.064453
404.974213,10666.3457
405.166107,3216.901367
405.228516,15016.23145
405.357269,9571.05957
407.336853,61329.98047
408.34024,5814.174805
408.368927,19835.14453
408.960114,22809.05469
409.162903,25035.17383
409.18338,12568.23926
409.26767,4548.878418
409.282806,122573.1016
410.28717,25059.81836
410.30072,2607.806396
411.214935,13034.91406
411.24707,3830.725586
411.281158,5370.571777
411.308319,2947.348145
411.346497,3213.21167
412.200928,3704.867432
412.21759,3549.780518
412.320648,4959.009766
413.114288,15757.72754
413.266418,2383546
413.424438,4305.522461
414.118378,3210.186768
414.269836,615576.75
414.429962,21659.54883
415.106598,17264.09766
415.139618,4368.205078
415.153198,11594.72852
415.2323,4526.754883
415.255341,6089.916504
415.272522,90650.08594
415.432495,3151.283203
415.896515,4698.581055
416.274841,5093.263672
416.373901,6448.315918
417.336365,5978.624512
417.37851,2912.880615
419.315796,25898.01758
420.318298,5608.594238
420.332275,11606.26758
420.970459,31045.30469
421.159088,10895.14453
421.221649,20119.10938
421.233032,31002.16016
421.340485,189440.9844
421.914154,3863.064941
422.330231,3790.170654
422.344299,49477.18359
423.236359,12450.36231
423.288574,10525.44531
423.307068,3634.164063
423.346527,5014.59082
424.134003,3606.920654
424.363464,78204.02344
424.933899,3166.795898
425.134613,18234.00977
425.214142,31365.2207
425.229889,3017.661133
425.287811,42691.19531
425.325684,3682.367432
425.366333,22168.96484
426.139282,3461.061035
426.218689,3148.106689
426.290619,6419.108887
426.98819,31180.9668
427.044128,3772.19458
427.209869,22747.74609
427.266937,3448.760742
427.304535,4392.370605
427.339447,5783.611328
427.389984,137647.8125
428.213928,4075.439453
428.373718,14978.88184
428.393341,34036.0625
429.121399,28371.86523
429.170593,3287.936768
429.240448,286552.7188
429.298035,3874.290527
429.318878,41732.18359
429.37793,9629.855469
429.395264,3675.920898
430.243958,70424.82813
430.27124,13049.34766
430.320953,9069.860352
430.389252,80424.03906
431.118164,5162.03418
431.238556,14866.22559
431.248474,2405.230225
431.392334,24431.64258
432.241821,3507.33252
432.279877,35475.49219
432.870178,3756.967285
433.004761,29370.04688
433.281219,2792.625488
433.331512,9510.22168
434.361847,3843.843994
435.211792,3436.06543
435.344482,5055.824219
435.367981,11333.83106
435.979462,3086.484375
436.413361,4611.580078
437.15625,3636.539063
437.18454,4994.477051
437.236298,25316.16797
437.314606,56592.20703
438.317902,6085.462402
438.379089,10558.00781
438.886688,5489.21875
439.117706,3675.851074
439.151123,11571.30078
439.317535,3341.885254
439.414551,3476.69751
439.941681,12519.56348
440.358582,13318.875
440.884521,4190.17334
441.153564,4622.632813
441.190247,3826.786621
441.264313,5860.180176
441.297852,33973.51172
441.319458,7213.285645
441.372284,10555.94336
442.301025,12798.86816
442.874115,3277.493896
443.138062,16071.1416
443.205078,46572.3125
443.334625,12255.06055
444.208466,14437.27344
444.298859,2914.931152
444.337097,3329.004395
444.405487,3628.920166
445.13446,4975.929199
445.234558,12172.44141
445.29303,4429.166016
445.958801,6475.59082
446.228851,4966.492676
447.281006,9960.323242
447.347137,82446.01563
448.350952,20909.75586
448.934082,3179.878418
448.952057,4163.960449
448.979034,6295.205078
449.254791,16154.94043
449.337402,9755.475586
449.372437,151290.3438
450.359253,7757.639648
450.375214,49993.19922
450.954834,2885.353516
451.087402,3312.754395
451.267334,9848.212891
451.303955,3402.728271
451.362854,24628.44531
451.377991,9576.707031
452.322479,5710.209961
452.36673,4323.302246
452.394958,34034.17969
453.150238,2970.546143
453.167023,18674.52539
453.209259,12648.08984
453.343384,34581.28906
453.396973,3706.481934
454.293396,4256.92627
454.348907,4523.318848
455.073303,3423.458984
455.241425,4524.874023
455.313843,4839.115234
455.387482,10921.50781
456.140411,6020.644531
456.915314,5649.454102
457.070129,2915.537109
457.136871,4323.277344
457.272614,3068.99585
457.304779,28803.75195
457.328339,12033.94238
457.348816,19383.95898
458.301483,19003.28516
458.331543,4217.837891
458.350403,4841.533691
459.131012,17573.88281
459.179047,17186.375
459.19751,6136.133301
460.18277,3223.143555
460.275726,2891.075684
460.293945,16981.46484
460.902069,10123.81055
461.36264,16268.1084
462.899475,4497.060547
462.932343,4176.817383
463.377808,3825.501953
464.301727,3108.644043
464.372192,3114.23291
465.21579,3334.333496
465.250061,14092.42773
465.3461,55482.23438
466.349792,13543.30566
466.4104,6411.066406
466.919708,13981.22168
466.980591,3040.988281
467.109772,5339.733398
467.182312,10579.85938
468.389893,104705.5703
468.916656,5109.515625
469.329773,39498.44922
469.391602,30912.86133
469.423431,4105.55957
470.33197,17760.11719
470.834808,2851.235107
471.127563,3000.268311
471.236389,15755.51563
471.287842,3673.602295
471.344116,3630.997559
471.365448,6095.384277
472.240509,3533.053711
473.345306,33749.57031
474.174957,3464.019775
474.348145,5238.094727
475.134369,2704.744385
475.32605,62063.38672
475.378174,5151.248047
476.307098,50103.40234
476.32901,18744.48438
476.898376,3519.854248
477.031219,4272.468262
477.231628,4866.866211
477.28952,3653.258545
477.310822,14290.69629
477.391998,3060.348145
478.314148,2750.072266
478.389435,25075.89063
478.92926,3878.798584
479.118225,5138.740723
479.391876,18425.63477
480.960083,12097.7002
481.261444,18762.82227
481.31427,3518.739014
481.427032,2858.588623
482.405487,18187.08203
483.368988,5866.442871
483.421112,4218.557617
483.439606,4189.95752
484.384857,11960.8125
484.913116,3790.121826
484.946899,25127.84961
485.303192,4470.978516
485.35788,5978.39502
486.355896,68263.8125
486.943512,3504.706055
486.976624,11834.60742
487.08136,4732.831543
487.212738,5920.818848
487.231232,37544.22656
487.359528,26055.35938
488.235291,5959.555664
488.325806,16644.73633
488.363983,4549.830566
488.395172,3179.162842
489.251923,3716.982666
489.3172,5216.988281
490.963776,30220.64453
491.298279,4443.15332
491.406067,3580.093506
492.960266,3787.059082
493.350647,4417.118164
493.423828,3226.251709
494.566437,14724.1875
495.14801,3963.577148
495.270233,24003.53711
495.328644,4050.407471
495.36792,3239.841064
495.390045,4453.464844
495.569824,4325.474609
496.272827,4590.37793
496.304626,4037.04541
496.42099,57833.10938
497.143768,5855.809082
497.236328,10763.57324
497.424622,19452.13867
497.45752,5477.342285
497.479675,6459.505859
497.981995,15887.98535
498.364258,3279.491943
498.40033,4339.873047
499.415375,4580.623535
500.322174,5806.114258
500.372467,25837.86523
500.391144,3501.562744
501.096985,3035.518311
501.355469,5336.408691
501.375671,22029.83984
501.409515,3364.337402
502.350739,2743.895752
502.378845,11464.13281
502.973572,12680.24902
503.2052,17348.4707
503.91803,6258.134766
504.320496,15591.0918
505.388947,4540.105957
506.938049,5826.986816
506.958527,3520.276123
507.205475,3588.959473
507.3302,5210.168945
507.367737,4392.858887
508.991364,30449.95117
509.456757,5122.230957
510.437286,16832.18359
510.944214,3853.476807
511.12439,3904.687988
511.33078,2930.121094
511.398407,5867.09375
511.471832,5318.068848
511.828125,3679.02002
512.416321,119143.4219
512.942627,3686.030518
513.419556,37986.44141
514.974731,3975.666016
515.008545,35690.58594
515.422852,3459.240479
516.302429,4738.450684
516.426819,3768.011475
517.371826,24135.29102
518.315857,3821.218262
518.49292,10730.9082
519.160706,4678.177246
519.40741,3262.172363
519.43811,5461.236816
520.333435,43167.16406
520.509705,22597.80664
521.257751,6199.243164
521.336853,15146.53418
521.382446,4057.471436
521.455994,4767.275879
521.51239,10458.30469
522.5979,104202.9844
523.304138,11219.37207
523.33667,3741.725098
523.472412,18741.25195
523.60083,39820.17969
524.452271,10640.72168
524.604614,5105.941406
524.96637,3381.571777
525.289368,6166.770996
525.488464,3720.699951
526.431458,30018.56641
527.403931,4765.322266
527.43457,4849.133301
527.962219,14052.02246
528.410034,10647.39648
529.44104,3613.382813
530.38208,16706.14453
530.983643,7714.983887
531.002319,4275.542969
531.236755,5549.68457
531.258301,24726.88281
531.407837,4672.666992
532.354309,4463.419434
533.45459,5324.52832
534.990723,11800.0459
535.472656,4223.315918
536.611877,4196.40625
536.888306,4195.529297
537.394653,11045.83594
537.48877,9553.823242
537.881836,4710.785156
537.91571,3467.555176
539.021057,4433.666992
540.44696,48969.30859
540.83252,3984.05127
541.263245,3613.285889
541.451965,16703.76367
542.905579,5221.35498
544.400146,21963.46484
544.90094,3168.862305
545.401978,15091.34375
546.403625,5998.846191
546.998352,3774.619873
547.231934,11533.28613
547.401062,34342.85156
547.472229,6213.387207
548.347351,5031.054199
548.403015,14638.08691
548.427307,9742.43457
548.925171,10124.70801
549.413574,4044.52002
549.48761,21976.33203
550.217957,10760.94043
550.493042,9976.925781
550.629211,516899.0938
551.504333,22627.30078
551.63269,239255.5469
552.485229,3601.541016
552.507019,5635.269531
552.611206,5036.775879
552.636047,54461.11328
553.389526,3264.015381
553.640808,2825.008301
554.463196,14213.0293
555.466614,4355.119629
556.442261,102369.8281
557.445129,37335.94141
559.033936,10063.38379
559.289856,10580.74121
560.328796,14832.17773
561.333496,3940.215576
561.397705,5735.02832
561.876404,3958.620605
562.344238,12025.65332
563.50293,5025.370117
564.359558,28431.84961
564.64563,4683.991699
565.284058,11232.70215
565.365051,3562.055664
565.518494,3818.65625
566.624573,5742.771484
566.948914,5547.807129
566.981262,4279.762207
567.329285,4131.649902
567.398071,5488.650391
568.478394,5178.705566
568.979065,4281.960938
569.313782,3907.961182
569.383301,35187.47266
570.385315,10178.52344
570.457581,24801.04688
571.430603,5166.268066
571.463562,5473.859375
571.930908,4060.712158
572.36261,11722.45606
572.435791,12249.06738
572.966736,10620.38477
573.45282,3723.768799
575.007141,4124.97998
575.26001,5032.774414
575.28418,54457.70703
575.503784,21139.2168
576.288086,14432.61035
576.505676,5428.793457
577.275818,3302.457764
577.372131,4738.687012
577.446106,18120.67383
577.481445,5679.751465
577.519897,53012.36328
577.949646,10953.68262
578.524048,17362.25977
578.660828,16216.54492
579.293945,32762.38477
579.534363,14025.80176
579.66394,4473.831055
580.297363,6083.102539
581.258728,3514.325684
582.546692,3976.863281
584.47345,45671.03516
584.976746,4613.842773
585.288696,4080.118652
585.358765,13508.36328
585.47821,11688.6543
586.417114,4117.818848
587.466614,4720.175293
587.89032,3504.491211
589.4823,4705.205078
589.51825,4201.112305
589.94812,9595.024414
590.426392,5622.083496
590.598755,4504.882324
590.994324,17940.29883
591.258484,16698.63477
591.497437,12657.17676
593.443481,13183.4668
593.944031,14039.56152
593.969604,3697.395508
594.160278,3910.139648
594.946106,5725.583008
595.39447,3554.900879
597.011475,14468.16895
598.490356,14740.09473
599.500427,4347.357422
600.468811,95353.04688
600.520264,3187.140381
601.473267,26649.71289
601.520874,17004.11719
603.316833,22272.95313
603.536194,41262.83594
604.35498,12832.91406
604.538513,19108.9043
605.453369,3716.913818
605.478455,5701.15625
605.511902,3866.314209
605.551575,31248.94922
606.369568,4985.852539
606.46991,21293.46289
606.55365,6371.230469
606.970032,12513.73926
607.956848,3585.920898
608.386902,23847.64063
608.671204,4093.390869
609.31012,11972.12012
609.392883,3514.692139
609.938721,3324.990723
609.965332,3684.172607
610.184509,6303.944336
610.543762,7742.068848
610.578064,30423.0918
611.544434,5556.658203
611.581848,10960.08789
612.504456,4103.306641
612.556702,31637.22461
613.340759,3792.959717
613.559875,11264.42871
614.410217,26635.32227
614.452515,3968.425537
614.48291,25762.07031
615.41272,10241.00781
615.45575,15378.93555
615.490967,10821.49707
615.957764,11109.99316
616.412781,4019.920654
616.462769,6315.705078
616.993469,10234.43359
617.513611,14797.50879
618.516479,4175.453125
618.99054,4127.033203
619.310791,109180.7344
619.528259,4416.029297
620.314453,25034.84961
620.403137,3731.647949
623.457153,5147.930176
624.236694,53672.23828
624.593811,9736.654297
625.23822,34267.35547
625.519592,3948.042969
626.237,19293.99023
626.572266,3750.789795
627.237366,5971.741211
627.535645,10921.39746
627.575256,4461.086426
628.500183,39283.99609
628.550232,5497.819336
629.312561,3854.276123
629.504517,16572.64844
629.552612,5599.478516
630.926941,4129.194336
631.344788,4390.347168
631.413635,4168.505371
632.525269,3821.757813
632.91925,4595.316895
634.541626,4103.574219
635.284668,17790.53516
635.491699,11952.80664
635.991821,16066.89746
636.28772,3443.026367
636.398254,5843.956543
636.557373,5651.665527
636.598083,3398.429199
637.399231,3960.067627
637.466858,5158.905273
637.968933,4156.478516
638.309021,3487.543701
638.573364,21514.06445
638.609375,47380.80078
639.611694,24935.78906
640.537781,6170.394043
640.589111,51938
640.617126,6684.439453
641.511719,3455.942139
641.591675,19585.21484
642.515869,18142.79492
642.597839,4471.458984
643.528198,9822.728516
644.495422,56037.16797
644.528381,10260.89453
645.469666,5276.741699
645.499146,19592.23047
645.545654,6322.746582
646.500122,4628.837402
647.34259,38074.8125
647.459473,65208.10938
647.558594,5403.816406
648.349426,7884.973145
648.381531,19656.84375
648.463318,25239.72852
648.628906,3541.018066
648.956848,8070.509766
649.349731,3392.0979
649.466309,12463.50586
650.005798,3926.010742
650.901245,3828.234863
651.00946,5188.030273
652.412537,18854.33398
652.626038,4181.23291
653.336853,16082.5791
653.419434,4258.057617
653.464172,3365.433105
654.96991,10108.01563
656.457642,3891.652344
656.531189,5286.063965
656.582764,12491.99609
657.370056,4659.308105
658.477234,5717.810547
658.513062,12753.1377
659.48053,11536.16211
659.984314,12519.94727
660.556458,3949.757324
662.574097,4434.316406
663.338013,65127.36719
663.454712,138194.4844
663.576416,4065.40332
664.341919,20263.00977
664.458557,81721.55469
664.509583,24293.0918
664.624268,11217.34961
665.013062,21782.33984
665.46106,14638.99219
665.513977,4934.266113
666.608704,4496.876465
666.64093,44802.9375
667.643982,15953.45996
668.619629,54775.10547
668.653076,11931.54102
669.310913,4270.732422
669.623108,26197.50586
670.631104,3980.681641
670.900208,4062.530762
672.409363,4047.977051
672.525146,26142.53711
673.53125,11422.55859
675.375427,4407.819336
675.441711,9958.124023
678.478821,4663.655762
678.92749,3755.266113
679.014954,5221.4375
679.310791,19181.61328
680.313904,3990.19751
680.427246,5545.794434
680.482849,4374.398438
681.493713,12667.44238
682.636719,4455.835938
682.671753,4767.321777
684.203003,5704.231445
684.562439,4806.395996
684.614868,12862.11816
684.64856,5038.373535
